"Number","Method","Time","Count","SelfTime"
"190","org.apache.fontbox.ttf.TTFDataStream.readInternationalDate ()Ljava/util/Calendar;","149466","4624","16945"
"191","java.util.TimeZone.getTimeZone (Ljava/lang/String;)Ljava/util/TimeZone;","51446","4714","51446"
"192","org.evosuite.runtime.mock.java.util.MockCalendar.getInstance (Ljava/util/TimeZone;)Ljava/util/Calendar;","26808","2874","26808"
"193","org.apache.fontbox.ttf.MemoryTTFDataStream.readLong ()J","16157","4578","6104"
"194","org.apache.fontbox.ttf.MemoryTTFDataStream.readSignedInt ()I","10027","9120","7128"
"195","java.util.Calendar.set (IIIIII)V","7632","4650","7632"
"196","java.util.Calendar.setTimeInMillis (J)V","6791","5182","6791"
"197","org.evosuite.runtime.mock.MockFramework.isEnabled ()Z","348707","2187178","348707"
"198","java.util.Calendar.getTimeInMillis ()J","9097","4664","9097"
"199","java.util.Calendar.set (II)V","1716","4607","1716"
"200","org.apache.fontbox.ttf.TTFTable.getInitialized ()Z","50049","352687","49428"
"201","org.apache.fontbox.ttf.TrueTypeFont.getMaximumProfile ()Lorg/apache/fontbox/ttf/MaximumProfileTable;","61074","12974","8268"
"202","org.apache.fontbox.ttf.MaximumProfileTable.read (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","24148","2306","7839"
"203","org.apache.fontbox.ttf.MaximumProfileTable.getNumGlyphs ()I","2241","10562","2226"
"204","org.apache.fontbox.ttf.HorizontalMetricsTable.read (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","5894550","2304","2458240"
"205","org.apache.fontbox.ttf.TrueTypeFont.getHorizontalHeader ()Lorg/apache/fontbox/ttf/HorizontalHeaderTable;","16399","4643","4761"
"206","org.apache.fontbox.ttf.HorizontalHeaderTable.getNumberOfHMetrics ()I","747","2226","724"
"207","org.apache.fontbox.ttf.TTFTable.getLength ()J","36460","184453","35958"
"208","org.apache.fontbox.ttf.KerningTable.read (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","7429052","2173","3634169"
"209","org.apache.fontbox.ttf.KerningSubtable.read (Lorg/apache/fontbox/ttf/TTFDataStream;I)V","3774711","2173","4354"
"210","org.apache.fontbox.ttf.KerningSubtable.readSubtable0 (Lorg/apache/fontbox/ttf/TTFDataStream;)V","3770186","2173","10618"
