"Number","Method","Time","Count","SelfTime"
"85","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator.nextEntry ()Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","1674499","454973","207575"
"86","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator.findNext (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","1462502","454843","190269"
"87","org.apache.commons.collections4.trie.AbstractPatriciaTrie.nextEntry (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","1492350","502722","229629"
"88","org.apache.commons.collections4.trie.AbstractPatriciaTrie.nextEntryImpl (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","1494990","675729","613878"
"89","org.apache.commons.collections4.trie.AbstractPatriciaTrie.isValidUplink (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;)Z","332666","738862","256718"
"90","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry.isEmpty ()Z","277632","1431007","277632"
"91","org.apache.commons.collections4.map.Flat3Map.equals (Ljava/lang/Object;)Z","31233","423","1493"
"92","org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet.iterator ()Ljava/util/Iterator;","213286","18431","24211"
"93","org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet$EntryIterator.<init> (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$EntrySet;Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$1;)V","189075","18431","15233"
"94","org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet$EntryIterator.<init> (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$EntrySet;)V","173842","18431","16835"
"95","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator.<init> (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie;)V","266014","34124","77694"
"96","org.apache.commons.collections4.trie.AbstractPatriciaTrie.firstEntry ()Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","197509","41420","52176"
"97","org.apache.commons.collections4.trie.AbstractPatriciaTrie.followLeft (Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","94082","26647","60789"
"98","org.apache.commons.collections4.trie.PatriciaTrie.size ()I","95038","70254","66669"
"99","org.apache.commons.collections4.trie.AbstractPatriciaTrie.size ()I","28369","65998","28369"
"100","org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry.getValue ()Ljava/lang/Object;","62014","333417","62014"
"101","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieIterator.hasNext ()Z","100347","390942","100347"
"102","org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry.getKey ()Ljava/lang/Object;","160731","884068","160731"
"103","org.apache.commons.collections4.trie.PatriciaTrie.entrySet ()Ljava/util/Set;","29813","6861","12289"
"104","org.apache.commons.collections4.trie.AbstractPatriciaTrie.entrySet ()Ljava/util/Set;","17524","6329","7980"
"105","java.util.Map.hashCode ()I","1550143","60134","426888"
"106","org.apache.commons.collections4.map.AbstractHashedMap.hashCode ()I","355632","3720","52431"
"107","java.util.Map$Entry.hashCode ()I","192553","60303","51961"
"108","org.apache.commons.collections4.map.AbstractHashedMap$HashEntry.hashCode ()I","221479","67178","135899"
"109","org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry.hashCode ()I","78634","22508","28183"
"110","org.apache.commons.collections4.map.ReferenceIdentityMap.hashEntry (Ljava/lang/Object;Ljava/lang/Object;)I","15657","11254","7093"
"111","org.apache.commons.collections4.map.AbstractReferenceMap.hashEntry (Ljava/lang/Object;Ljava/lang/Object;)I","9911","11254","5753"
"112","org.apache.commons.collections4.map.IdentityMap$IdentityEntry.hashCode ()I","23372","10107","11937"
"113","org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator.next ()Ljava/lang/Object;","164358","72042","41878"
"114","org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator.next ()Ljava/util/Map$Entry;","122480","72042","28118"
"115","org.apache.commons.collections4.map.AbstractHashedMap$EntrySetIterator.next ()Ljava/lang/Object;","216261","163240","94836"
"116","org.apache.commons.collections4.map.AbstractHashedMap$EntrySetIterator.next ()Ljava/util/Map$Entry;","121425","163240","79637"
"117","org.apache.commons.collections4.map.AbstractLinkedMap.createEntrySetIterator ()Ljava/util/Iterator;","49255","8018","23493"
"118","org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator.<init> (Lorg/apache/commons/collections4/map/AbstractLinkedMap;)V","20708","5860","6873"
"119","org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator.next ()Ljava/lang/Object;","274053","475793","106832"
"120","org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator.next ()Ljava/util/Map$Entry;","167221","475793","104892"
"121","org.apache.commons.collections4.map.AbstractHashedMap.createEntrySetIterator ()Ljava/util/Iterator;","73651","16010","28527"
"122","org.apache.commons.collections4.map.AbstractHashedMap$EntrySetIterator.<init> (Lorg/apache/commons/collections4/map/AbstractHashedMap;)V","38237","11837","16663"
"123","org.apache.commons.collections4.map.AbstractReferenceMap.createEntrySetIterator ()Ljava/util/Iterator;","47475","6818","7359"
"124","org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator.<init> (Lorg/apache/commons/collections4/map/AbstractReferenceMap;)V","40116","6818","5156"
"125","org.apache.commons.collections4.map.Flat3Map.hashCode ()I","36842","414","1085"
"126","org.apache.commons.collections4.map.AbstractMapDecorator.hashCode ()I","178146","8898","21868"
"127","org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry.hashCode ()I","164783","61694","99490"
"128","org.apache.commons.collections4.map.StaticBucketMap.hashCode ()I","10163","421","4850"
"129","org.apache.commons.collections4.map.StaticBucketMap$Node.hashCode ()I","39819","28758","24329"
"130","org.apache.commons.collections4.map.PassiveExpiringMap.size ()I","18969","589","2241"
"131","org.apache.commons.collections4.map.PassiveExpiringMap.removeAllExpired (J)V","44191","2149","18242"
"132","org.apache.commons.collections4.map.PassiveExpiringMap.isExpired (JLjava/lang/Long;)Z","15190","27621","10420"
"133","java.lang.Long.longValue ()J","4770","26803","4770"
"134","java.util.Set.iterator ()Ljava/util/Iterator;","564112","69340","148923"
"135","org.apache.commons.collections4.map.AbstractMapDecorator.size ()I","254605","47704","93273"
"136","org.apache.commons.collections4.map.PassiveExpiringMap.now ()J","7414","5617","4203"
"137","java.lang.System.currentTimeMillis ()J","3273","5198","3273"
"138","org.apache.commons.collections4.map.Flat3Map.size ()I","3402","3788","2639"
"139","java.util.Map.isEmpty ()Z","276943","64546","132678"
"140","org.apache.commons.collections4.map.PassiveExpiringMap.isEmpty ()Z","9561","371","1679"
"141","org.apache.commons.collections4.map.AbstractMapDecorator.isEmpty ()Z","81886","10007","22216"
"142","org.apache.commons.collections4.map.AbstractHashedMap.isEmpty ()Z","2826","4571","2826"
"143","org.apache.commons.collections4.map.AbstractReferenceMap.isEmpty ()Z","3844","841","1808"
"144","org.apache.commons.collections4.map.StaticBucketMap.isEmpty ()Z","3248","416","1506"
"145","org.apache.commons.collections4.map.Flat3Map.isEmpty ()Z","1093","412","652"
"146","org.apache.commons.collections4.map.AbstractMapTest.getConfirmed ()Ljava/util/Map;","639732","538750","639732"
"147","org.apache.commons.collections4.map.AbstractIterableMapTest.getMap ()Ljava/util/Map;","101716","25665","68120"
"148","org.apache.commons.collections4.map.AbstractIterableMapTest.getMap ()Lorg/apache/commons/collections4/IterableMap;","195667","108640","141973"
"149","org.apache.commons.collections4.map.AbstractMapTest.getMap ()Ljava/util/Map;","80178","160278","80178"
"150","org.apache.commons.collections4.map.LinkedMapTest.getMap ()Ljava/util/Map;","35364","3772","9376"
"151","org.apache.commons.collections4.map.LinkedMapTest.getMap ()Lorg/apache/commons/collections4/map/LinkedMap;","26510","3850","6593"
"152","org.apache.commons.collections4.map.AbstractOrderedMapTest.getMap ()Lorg/apache/commons/collections4/OrderedMap;","83410","20576","32356"
"153","org.apache.commons.collections4.map.ListOrderedMap2Test.getMap ()Ljava/util/Map;","33600","3770","10346"
"154","org.apache.commons.collections4.map.ListOrderedMap2Test.getMap ()Lorg/apache/commons/collections4/map/ListOrderedMap;","23861","3846","7119"
"155","org.apache.commons.collections4.map.LRUMapTest.getMap ()Ljava/util/Map;","27734","3738","6385"
"156","org.apache.commons.collections4.map.LRUMapTest.getMap ()Lorg/apache/commons/collections4/map/LRUMap;","21896","3808","5734"
"157","org.apache.commons.collections4.map.AbstractSortedMapTest.getConfirmed ()Ljava/util/Map;","194656","82569","111644"
"158","org.apache.commons.collections4.map.AbstractSortedMapTest.getConfirmed ()Ljava/util/SortedMap;","184900","186534","133076"
"159","org.apache.commons.collections4.map.ListOrderedMapTest.getMap ()Ljava/util/Map;","28615","3798","8939"
"160","org.apache.commons.collections4.map.ListOrderedMapTest.getMap ()Lorg/apache/commons/collections4/map/ListOrderedMap;","20433","3887","6150"
"161","org.apache.commons.collections4.map.AbstractSortedMapTest.getMap ()Ljava/util/Map;","79545","25125","40597"
"162","org.apache.commons.collections4.map.AbstractSortedMapTest.getMap ()Ljava/util/SortedMap;","93711","59063","70500"
"163","org.apache.commons.collections4.map.AbstractOrderedMapTest.getMap ()Ljava/util/Map;","27984","5081","12367"
"164","org.apache.commons.collections4.map.MultiKeyMapTest.getMap ()Ljava/util/Map;","9594","2612","3735"
"165","org.apache.commons.collections4.map.MultiKeyMapTest.getMap ()Lorg/apache/commons/collections4/map/MultiKeyMap;","7057","2631","3740"
"166","org.apache.commons.collections4.map.AbstractHashedMap$EntrySet.contains (Ljava/lang/Object;)Z","557951","43097","75101"
"167","java.util.Map$Entry.equals (Ljava/lang/Object;)Z","271262","93183","64957"
"168","org.apache.commons.collections4.map.AbstractHashedMap$HashEntry.equals (Ljava/lang/Object;)Z","190624","53574","106390"
"169","org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry.equals (Ljava/lang/Object;)Z","63428","17426","27475"
"170","org.apache.commons.collections4.map.ReferenceIdentityMap.isEqualKey (Ljava/lang/Object;Ljava/lang/Object;)Z","21037","16203","13431"
"171","org.apache.commons.collections4.map.AbstractReferenceMap.isKeyType (Lorg/apache/commons/collections4/map/AbstractReferenceMap$ReferenceStrength;)Z","3975","16033","3975"
"172","org.apache.commons.collections4.map.AbstractReferenceMap.isEqualKey (Ljava/lang/Object;Ljava/lang/Object;)Z","12266","21059","8122"
"173","org.apache.commons.collections4.map.AbstractHashedMap.isEqualValue (Ljava/lang/Object;Ljava/lang/Object;)Z","13768","25040","8906"
"174","org.apache.commons.collections4.map.ReferenceIdentityMap.isEqualValue (Ljava/lang/Object;Ljava/lang/Object;)Z","1779","8595","1779"
"175","org.apache.commons.collections4.map.IdentityMap$IdentityEntry.equals (Ljava/lang/Object;)Z","24053","6207","7928"
"176","org.apache.commons.collections4.map.AbstractHashedMap.getEntry (Ljava/lang/Object;)Lorg/apache/commons/collections4/map/AbstractHashedMap$HashEntry;","247400","53367","91062"
"177","org.apache.commons.collections4.map.CaseInsensitiveMap.convertKey (Ljava/lang/Object;)Ljava/lang/Object;","161243","17499","57352"
"178","java.lang.String.<init> ([C)V","39896","16492","39896"
"179","java.lang.String.toCharArray ()[C","25918","16496","25918"
"180","java.lang.Character.toUpperCase (C)C","19801","63926","19801"
"181","java.lang.Character.toLowerCase (C)C","18294","63908","18294"
"182","org.apache.commons.collections4.map.AbstractHashedMap.hash (Ljava/lang/Object;)I","212708","403740","124899"
"183","org.apache.commons.collections4.map.AbstractHashedMap.isEqualKey (Ljava/lang/Object;Ljava/lang/Object;)Z","46312","175436","28019"
"184","org.apache.commons.collections4.map.AbstractLinkedMap.getEntry (Ljava/lang/Object;)Lorg/apache/commons/collections4/map/AbstractHashedMap$HashEntry;","62699","12300","8891"
"185","org.apache.commons.collections4.map.AbstractLinkedMap.getEntry (Ljava/lang/Object;)Lorg/apache/commons/collections4/map/AbstractLinkedMap$LinkEntry;","54782","12465","8502"
"186","org.apache.commons.collections4.map.AbstractReferenceMap.getEntry (Ljava/lang/Object;)Lorg/apache/commons/collections4/map/AbstractHashedMap$HashEntry;","82347","19548","10018"
"187","org.apache.commons.collections4.map.ReferenceIdentityMap.hash (Ljava/lang/Object;)I","16246","13962","7223"
"188","org.apache.commons.collections4.trie.AbstractPatriciaTrie$TrieEntry.toString ()Ljava/lang/String;","1117963","106072","830745"
"189","java.lang.StringBuilder.append (I)Ljava/lang/StringBuilder;","339410","738038","339410"
"190","org.apache.commons.collections4.keyvalue.MultiKey.toString ()Ljava/lang/String;","250266","34525","82625"
"191","java.util.Arrays.toString ([Ljava/lang/Object;)Ljava/lang/String;","167641","34525","167641"
"192","org.apache.commons.collections4.map.ListOrderedMap$KeySetView$1.next ()Ljava/lang/Object;","443692","81576","88840"
"193","org.apache.commons.collections4.map.ListOrderedMap$ListOrderedIterator.next ()Ljava/lang/Object;","537805","142386","79819"
"194","org.apache.commons.collections4.map.ListOrderedMap$ListOrderedIterator.next ()Ljava/util/Map$Entry;","457986","142386","129421"
"195","org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapEntry.<init> (Lorg/apache/commons/collections4/map/ListOrderedMap;Ljava/lang/Object;)V","300346","142357","69874"
"196","org.apache.commons.collections4.keyvalue.AbstractMapEntry.<init> (Ljava/lang/Object;Ljava/lang/Object;)V","328317","207999","104868"
"197","org.apache.commons.collections4.keyvalue.AbstractKeyValue.<init> (Ljava/lang/Object;Ljava/lang/Object;)V","223661","207981","223661"
"198","org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.getIterator ()Ljava/util/Iterator;","157579","768677","157579"
"199","org.apache.commons.collections4.keyvalue.AbstractKeyValue.getKey ()Ljava/lang/Object;","56369","272466","56369"
"200","org.apache.commons.collections4.trie.AbstractPatriciaTrie$KeySet$KeyIterator.next ()Ljava/lang/Object;","575029","140397","92911"
"201","org.apache.commons.collections4.map.AbstractHashedMap$KeySet.contains (Ljava/lang/Object;)Z","257257","42600","36736"
"202","org.apache.commons.collections4.map.AbstractHashedMap.containsKey (Ljava/lang/Object;)Z","175275","36215","66677"
"203","org.apache.commons.collections4.map.AbstractReferenceMap.containsKey (Ljava/lang/Object;)Z","71740","9882","10107"
"204","org.apache.commons.collections4.trie.AbstractPatriciaTrie$EntrySet.contains (Ljava/lang/Object;)Z","470865","22472","43051"
"205","org.apache.commons.collections4.trie.AbstractPatriciaTrie.getEntry (Ljava/lang/Object;)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","447902","28624","52834"
"206","org.apache.commons.collections4.trie.AbstractPatriciaTrie.getNearestEntryForKey (Ljava/lang/Object;I)Lorg/apache/commons/collections4/trie/AbstractPatriciaTrie$TrieEntry;","1087303","120094","172866"
"207","org.apache.commons.collections4.trie.AbstractBitwiseTrie.isBitSet (Ljava/lang/Object;II)Z","1290812","718604","294523"
"208","org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.isBitSet (Ljava/lang/Object;II)Z","996289","718602","285898"
"209","org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.isBitSet (Ljava/lang/String;II)Z","710391","718563","447575"
"210","org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.mask (I)I","129004","711693","129004"
"211","java.lang.String.charAt (I)C","167144","838217","167144"
