"Number","Method","Time","Count","SelfTime"
"242","org.apache.maven.repository.internal.RemoteSnapshotMetadata.merge (Lorg/apache/maven/artifact/repository/metadata/Metadata;)V","3503","1","3064"
"243","java.lang.String.replace (Ljava/lang/CharSequence;Ljava/lang/CharSequence;)Ljava/lang/String;","143","1","143"
"244","java.text.DateFormat.format (Ljava/util/Date;)Ljava/lang/String;","61","1","61"
"245","org.apache.maven.artifact.repository.metadata.Snapshot.<init> ()V","16","1","16"
"246","org.apache.maven.artifact.repository.metadata.Versioning.<init> ()V","16","1","16"
"247","java.util.Collection.iterator ()Ljava/util/Iterator;","8","1","8"
"248","java.text.DateFormat.setCalendar (Ljava/util/Calendar;)V","5","1","5"
"249","java.text.DateFormat.setTimeZone (Ljava/util/TimeZone;)V","4","1","4"
"250","org.apache.maven.artifact.repository.metadata.Versioning.setSnapshot (Lorg/apache/maven/artifact/repository/metadata/Snapshot;)V","4","1","4"
"251","java.util.Collection.clear ()V","3","1","3"
"252","org.apache.maven.artifact.repository.metadata.Versioning.setLastUpdated (Ljava/lang/String;)V","3","1","3"
"253","org.apache.maven.artifact.repository.metadata.Metadata.getVersioning ()Lorg/apache/maven/artifact/repository/metadata/Versioning;","4","5","4"
"254","org.apache.maven.artifact.repository.metadata.Snapshot.setBuildNumber (I)V","2","1","2"
"255","org.apache.maven.artifact.repository.metadata.Snapshot.setTimestamp (Ljava/lang/String;)V","2","1","2"
"256","org.apache.maven.repository.internal.RemoteSnapshotMetadata.getBuildNumber (Lorg/apache/maven/artifact/repository/metadata/Metadata;)I","2","1","1"
"257","org.apache.maven.artifact.repository.metadata.Metadata.setVersioning (Lorg/apache/maven/artifact/repository/metadata/Versioning;)V","1","1","1"
"258","org.apache.maven.artifact.repository.metadata.Versioning.setSnapshotVersions (Ljava/util/List;)V","1","1","1"
"259","org.apache.maven.repository.internal.RemoteSnapshotMetadata.<init> (Lorg/eclipse/aether/artifact/Artifact;Z)V","2921","1","17"
"260","org.apache.maven.repository.internal.MavenSnapshotMetadata.createRepositoryMetadata (Lorg/eclipse/aether/artifact/Artifact;Z)Lorg/apache/maven/artifact/repository/metadata/Metadata;","2870","1","2796"
"261","org.eclipse.aether.artifact.Artifact.getBaseVersion ()Ljava/lang/String;","44","1","44"
"262","org.apache.maven.artifact.repository.metadata.Metadata.<init> ()V","17","2","17"
"263","org.eclipse.aether.artifact.Artifact.getGroupId ()Ljava/lang/String;","7","1","7"
"264","org.apache.maven.artifact.repository.metadata.Metadata.setGroupId (Ljava/lang/String;)V","2","1","2"
"265","org.apache.maven.artifact.repository.metadata.Metadata.setModelVersion (Ljava/lang/String;)V","2","1","2"
"266","org.apache.maven.artifact.repository.metadata.Metadata.setVersion (Ljava/lang/String;)V","2","1","2"
"267","org.eclipse.aether.artifact.Artifact.getArtifactId ()Ljava/lang/String;","2","1","2"
"268","org.apache.maven.artifact.repository.metadata.Metadata.setArtifactId (Ljava/lang/String;)V","1","1","1"
"269","org.apache.maven.repository.internal.MavenSnapshotMetadata.<init> (Lorg/apache/maven/artifact/repository/metadata/Metadata;Ljava/io/File;Z)V","30","1","13"
"270","org.apache.maven.repository.internal.MavenMetadata.<init> (Lorg/apache/maven/artifact/repository/metadata/Metadata;Ljava/io/File;)V","14","1","8"
"271","org.eclipse.aether.metadata.AbstractMetadata.<init> ()V","6","1","6"
"272","org.eclipse.aether.artifact.DefaultArtifact.<init> (Ljava/lang/String;)V","124","1","124"
"273","java.util.HashSet.<init> (Ljava/util/Collection;)V","45","1","45"
"274","java.lang.String.replaceAll (Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;","39","1","39"
"275","java.lang.StringBuilder.append (Ljava/lang/Object;)Ljava/lang/StringBuilder;","20","1","20"
"276","java.util.Set.contains (Ljava/lang/Object;)Z","6","1","6"
"277","org.junit.Assert.assertTrue (Ljava/lang/String;Z)V","6","1","6"
"278","org.apache.maven.repository.internal.AbstractRepositoryTestCase.<init> ()V","1440","24","703"
"279","org.codehaus.plexus.PlexusTestCase.<init> ()V","737","24","737"
"280","org.apache.maven.repository.internal.RemoteSnapshotMetadataTest.setLocaleToUseBuddhistCalendar ()V","461","1","59"
"281","java.util.Locale.<init> (Ljava/lang/String;Ljava/lang/String;)V","308","1","308"
"282","java.util.Locale.setDefault (Ljava/util/Locale;)V","73","2","73"
"283","java.util.Locale.getDefault ()Ljava/util/Locale;","23","1","23"
"284","org.apache.maven.repository.internal.MavenRepositorySystemUtilsTest.testGetMetadataGeneratorFactories ()V","217","1","37"
"285","org.eclipse.aether.spi.locator.ServiceLocator.getServices (Ljava/lang/Class;)Ljava/util/List;","97","1","97"
"286","java.util.List.size ()I","17","1","17"
"287","org.apache.maven.repository.internal.RemoteSnapshotMetadataTest.restoreLocale ()V","5","1","3"
