"Number","Method","Time","Count","SelfTime"
"223","org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer$ThreadBoundPrintStream.<init> (Lorg/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer;Ljava/io/PrintStream;)V","166","2","27"
"224","java.io.ByteArrayOutputStream.<init> ()V","60","13","60"
"225","java.util.Collections.synchronizedSet (Ljava/util/Set;)Ljava/util/Set;","176","81","176"
"226","org.apache.maven.lifecycle.internal.ProjectBuildList.iterator ()Ljava/util/Iterator;","134","9","29"
"227","org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer.setNext ()V","9","2","8"
"228","org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer$ConsolePrinter.<init> (Lorg/apache/maven/lifecycle/internal/builder/multithreaded/ThreadOutputMuxer;Lorg/apache/maven/lifecycle/internal/ProjectBuildList;)V","119","2","119"
"229","org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxerTest.getProjectBuildList ()Lorg/apache/maven/lifecycle/internal/ProjectBuildList;","1094","2","28"
"230","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.getProjectBuildList (Lorg/apache/maven/execution/MavenSession;)Lorg/apache/maven/lifecycle/internal/ProjectBuildList;","4020","6","64"
"231","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.getProjectBuilds (Lorg/apache/maven/execution/MavenSession;)Ljava/util/List;","3837","6","82"
"232","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.createProjectBuild (Lorg/apache/maven/project/MavenProject;Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/lifecycle/internal/TaskSegment;)Lorg/apache/maven/lifecycle/internal/ProjectSegment;","3472","36","150"
"233","org.apache.maven.lifecycle.internal.ProjectSegment.<init> (Lorg/apache/maven/project/MavenProject;Lorg/apache/maven/lifecycle/internal/TaskSegment;Lorg/apache/maven/execution/MavenSession;)V","6101","62","502"
"234","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.getUpstreamProjects (Lorg/apache/maven/project/MavenProject;Z)Ljava/util/List;","7002","160","1484"
"235","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.getDependencies ()Ljava/util/List;","4348","169","2421"
"236","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub$Dependency.<init> (Lorg/apache/maven/lifecycle/internal/stub/ProjectDependencyGraphStub;Lorg/apache/maven/project/MavenProject;Lorg/apache/maven/project/MavenProject;)V","1412","1014","1412"
"237","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub$Dependency.addIfUpstreamOf (Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V","516","960","408"
"238","org.apache.maven.lifecycle.internal.ProjectSegment.getProject ()Lorg/apache/maven/project/MavenProject;","70","156","70"
"239","org.apache.maven.execution.MavenSession.getProjectDependencyGraph ()Lorg/apache/maven/execution/ProjectDependencyGraph;","38","62","38"
"240","org.apache.maven.execution.MavenSession.clone ()Lorg/apache/maven/execution/MavenSession;","412","63","92"
"241","java.lang.Object.clone ()Ljava/lang/Object;","320","63","320"
"242","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.createTaskSegment ()Lorg/apache/maven/lifecycle/internal/TaskSegment;","217","6","109"
"243","org.apache.maven.lifecycle.internal.TaskSegment.<init> (Z)V","125","13","106"
"244","org.apache.maven.lifecycle.internal.TaskSegment.getTasks ()Ljava/util/List;","26","16","26"
"245","org.apache.maven.lifecycle.internal.ProjectBuildList.<init> (Ljava/util/List;)V","195","12","129"
"246","org.apache.maven.lifecycle.internal.stub.ProjectDependencyGraphStub.getMavenSession ()Lorg/apache/maven/execution/MavenSession;","8405","9","5094"
"247","org.apache.maven.execution.MavenSession.<init> (Lorg/codehaus/plexus/PlexusContainer;Lorg/eclipse/aether/RepositorySystemSession;Lorg/apache/maven/execution/MavenExecutionRequest;Lorg/apache/maven/execution/MavenExecutionResult;)V","1997","11","385"
"248","org.apache.maven.execution.SettingsAdapter.<init> (Lorg/apache/maven/execution/MavenExecutionRequest;)V","1588","11","1341"
"249","org.apache.maven.settings.Settings.<init> ()V","101","14","64"
"250","org.apache.maven.settings.TrackableBase.<init> ()V","56","17","56"
"251","org.apache.maven.settings.RuntimeInfo.<init> (Ljava/io/File;)V","42","11","42"
"252","java.util.concurrent.ConcurrentHashMap.<init> ()V","24","11","24"
